Group	SubGroup	Protein	Protein ID	Entry Name	Gene	Length	Percent Coverage	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins	WT1	KO1	WT2	KO2	WT3	KO3	WT4	KO4	WT5	KO5	WT6	MT	MT	MT	MT	MT
3894	a	sp|Q7TQ95|LNP_MOUSE	Q7TQ95	LNP_MOUSE	Lnpk	425	4.90	Mus musculus (Mouse) OX=10090	Endoplasmic reticulum junction formation protein lunapark 	1:Experimental evidence at protein level	0.9997	0.9990	2	2	2	3	3	3	 98391	 98391	 98391	1K(304.2072)			10414.6978	7366.2505	11978.9497	11047.5720	8287.7188	6746.7085	9938.5479	7757.6230	10941.8782	5462.7784	8459.1279	0.0000	0.0000	0.0000	0.0000	0.0000
3895	a	sp|Q80UZ0|FGD5_MOUSE	Q80UZ0	FGD5_MOUSE	Fgd5	1219	2.60	Mus musculus (Mouse) OX=10090	FYVE, RhoGEF and PH domain-containing protein 5 	1:Experimental evidence at protein level	0.9997	0.9990	2	2	2	2	2	2	     0	     0	     0	13K(304.2072), 4K(304.2072)			7389.9358	4293.5620	9248.7749	7720.6631	5504.3752	4842.3007	6183.1650	4585.5228	7598.1130	4233.7449	4834.0439	0.0000	0.0000	0.0000	0.0000	0.0000
3896	a	sp|Q8BGT6|MILK1_MOUSE	Q8BGT6	MILK1_MOUSE	Micall1	870	3.60	Mus musculus (Mouse) OX=10090	MICAL-like protein 1 	1:Experimental evidence at protein level	0.9997	0.9989	2	2	2	2	2	2	     0	     0	     0	2K(304.2072), 9K(304.2072)			6918.6136	6505.9166	9505.2197	7566.1943	6271.7715	7201.9503	6747.2244	6198.2719	8445.5072	5399.4990	4957.2566	0.0000	0.0000	0.0000	0.0000	0.0000
3897	a	sp|Q8BGV0|SYNM_MOUSE	Q8BGV0	SYNM_MOUSE	Nars2	477	4.80	Mus musculus (Mouse) OX=10090	Probable asparagine--tRNA ligase, mitochondrial 	1:Experimental evidence at protein level	0.9997	0.9990	2	2	2	3	3	3	     0	     0	     0	1K(304.2072)			12828.4856	8135.2768	16461.1373	11171.1836	11756.1558	6900.5898	13802.1080	8325.9476	11590.1915	7587.9487	11016.4091	0.0000	0.0000	0.0000	0.0000	0.0000
3898	a	sp|Q8BM39|PRP18_MOUSE	Q8BM39	PRP18_MOUSE	Prpf18	342	10.20	Mus musculus (Mouse) OX=10090	Pre-mRNA-splicing factor 18 	1:Experimental evidence at protein level	0.9997	0.9988	2	2	2	2	2	2	     0	     0	     0	12K(304.2072), 5K(304.2072)			11382.5352	8642.8473	13548.9175	10258.8340	9100.1693	9101.7695	11493.3082	8383.4196	11937.3009	8740.5697	9484.5995	547.1249	247.6401	0.0000	0.0000	0.0000
3899	a	sp|Q8BU88|RM22_MOUSE	Q8BU88	RM22_MOUSE	Mrpl22	206	9.20	Mus musculus (Mouse) OX=10090	39S ribosomal protein L22, mitochondrial 	1:Experimental evidence at protein level	0.9997	0.9990	1	1	1	2	2	2	     0	     0	     0	1K(304.2072), 4K(304.2072), 5K(304.2072), 7K(304.2072)			17925.8721	10895.6826	24821.5918	16868.9634	17399.4644	8728.8013	18427.0283	12526.4551	15828.2441	9213.7874	17875.9009	0.0000	0.0000	0.0000	0.0000	0.0000
3900	a	sp|Q8C0Q2|ZHX3_MOUSE	Q8C0Q2	ZHX3_MOUSE	Zhx3	951	3.90	Mus musculus (Mouse) OX=10090	Zinc fingers and homeoboxes protein 3 	1:Experimental evidence at protein level	0.9997	0.9990	2	2	2	2	2	2	     0	     0	     0	2K(304.2072)			12993.1133	8256.7231	14920.2432	11364.0947	9920.1135	9389.0312	13147.2549	8998.4521	12416.2383	7976.5513	8685.1313	244.8299	0.0000	0.0000	0.0000	0.0000
3901	a	sp|Q8CC21|TTC19_MOUSE	Q8CC21	TTC19_MOUSE	Ttc19	365	10.10	Mus musculus (Mouse) OX=10090	Tetratricopeptide repeat protein 19, mitochondrial 	1:Experimental evidence at protein level	0.9997	0.9989	2	2	2	2	2	2	124259	124259	124259	4K(304.2072), 9C(57.0215)			4493.2289	3838.4413	6702.3756	4051.7758	3521.1746	3940.1878	4527.0593	2859.1136	5732.0079	2349.8569	4243.4976	0.0000	0.0000	0.0000	0.0000	0.0000
3902	a	sp|Q8CFI5|SYPM_MOUSE	Q8CFI5	SYPM_MOUSE	Pars2	475	3.80	Mus musculus (Mouse) OX=10090	Probable proline--tRNA ligase, mitochondrial 	1:Experimental evidence at protein level	0.9997	0.9982	2	2	2	2	2	2	     0	     0	     0	6C(57.0215), 7K(304.2072)			10853.8059	6547.4773	13404.8586	10209.8037	7584.0833	7673.8181	9661.6431	6885.4614	12063.6116	5657.9629	7209.3572	0.0000	0.0000	0.0000	0.0000	0.0000
3903	a	sp|Q8K212|PACS1_MOUSE	Q8K212	PACS1_MOUSE	Pacs1	961	2.60	Mus musculus (Mouse) OX=10090	Phosphofurin acidic cluster sorting protein 1 	1:Experimental evidence at protein level	0.9997	0.9990	2	2	2	2	2	2	     0	     0	     0	2K(304.2072), 4K(304.2072), 7K(304.2072)			17085.4351	14326.2874	21732.6123	14933.7612	14630.0571	20891.6929	14619.1184	12766.7136	18578.6431	12534.7070	13535.0349	797.5735	0.0000	0.0000	0.0000	0.0000
3904	a	sp|Q8K2K6|AGFG1_MOUSE	Q8K2K6	AGFG1_MOUSE	Agfg1	561	3.60	Mus musculus (Mouse) OX=10090	Arf-GAP domain and FG repeat-containing protein 1 	1:Experimental evidence at protein level	0.9997	0.9989	2	2	2	2	2	2	     0	     0	     0	1K(304.2072), 2C(57.0215), 5C(57.0215)			10839.9314	9126.9915	15896.2866	12163.2205	10285.1602	9351.7390	12516.1973	8976.6941	12347.1401	7048.7473	10427.4143	0.0000	0.0000	0.0000	0.0000	0.0000
3905	a	sp|Q8R1N4|NUDC3_MOUSE	Q8R1N4	NUDC3_MOUSE	Nudcd3	363	7.20	Mus musculus (Mouse) OX=10090	NudC domain-containing protein 3 	1:Experimental evidence at protein level	0.9997	0.9990	2	2	2	3	3	3	     0	     0	     0	1K(304.2072), 2K(304.2072), 7K(304.2072)			15238.0576	13592.9562	20152.6299	17446.6461	12482.0061	11664.7650	15437.6721	13906.7822	14915.4250	10634.3508	12286.4135	0.0000	0.0000	0.0000	0.0000	0.0000
3906	a	sp|Q8R409|HEXI1_MOUSE	Q8R409	HEXI1_MOUSE	Hexim1	356	6.70	Mus musculus (Mouse) OX=10090	Protein HEXIM1 	1:Experimental evidence at protein level	0.9997	0.9990	2	2	2	2	2	2	     0	     0	     0	5K(304.2072)			33725.8967	29685.9080	51552.3115	32986.1348	26498.7871	23801.4268	34563.8882	28721.9092	39259.8760	22855.1990	29213.9789	0.0000	0.0000	0.0000	0.0000	0.0000
3907	a	sp|Q91WG2|RABE2_MOUSE	Q91WG2	RABE2_MOUSE	Rabep2	554	8.10	Mus musculus (Mouse) OX=10090	Rab GTPase-binding effector protein 2 	1:Experimental evidence at protein level	0.9997	0.9990	2	2	2	2	2	2	     0	     0	     0				2127.2981	1099.6696	3441.8546	2127.5148	1194.6700	2033.2519	1912.4298	1512.7126	2618.5493	1454.1035	1426.8829	0.0000	0.0000	0.0000	0.0000	0.0000
3908	a	sp|Q91WM3|U3IP2_MOUSE	Q91WM3	U3IP2_MOUSE	Rrp9	475	5.90	Mus musculus (Mouse) OX=10090	U3 small nucleolar RNA-interacting protein 2 	1:Experimental evidence at protein level	0.9997	0.9988	2	2	2	2	2	2	     0	     0	     0	3K(304.2072), 7K(304.2072)			9823.8721	8413.0046	12623.0645	9256.1846	9881.9668	8671.0159	10643.9790	8939.1748	11426.6265	7103.1904	9179.9441	284.6566	260.1046	0.0000	0.0000	0.0000
3909	a	sp|Q91XA2|GOLM1_MOUSE	Q91XA2	GOLM1_MOUSE	Golm1	393	5.60	Mus musculus (Mouse) OX=10090	Golgi membrane protein 1 	1:Experimental evidence at protein level	0.9997	0.9980	2	2	2	2	2	2	150465	150465	150465	2K(304.2072), 7K(304.2072)			5158.7581	8930.8362	5772.7040	8945.7293	3812.1868	18816.1043	4076.7267	12308.4025	5176.1995	13769.9827	3378.6439	569.7072	0.0000	0.0000	0.0000	0.0000
3910	a	sp|Q924W7|DEN2B_MOUSE	Q924W7	DEN2B_MOUSE	Dennd2b	1134	2.60	Mus musculus (Mouse) OX=10090	DENN domain-containing protein 2B 	1:Experimental evidence at protein level	0.9997	0.9990	2	2	2	2	2	2	     0	     0	     0	1K(304.2072), 3K(304.2072), 9K(304.2072)			13562.9590	13068.1929	18267.3188	14731.0195	11483.0696	14754.4927	11873.7861	11251.1023	13067.5244	11246.1411	9381.3804	0.0000	0.0000	0.0000	0.0000	0.0000
3911	a	sp|Q99KU0|VMP1_MOUSE	Q99KU0	VMP1_MOUSE	Vmp1	406	3.70	Mus musculus (Mouse) OX=10090	Vacuole membrane protein 1 	1:Experimental evidence at protein level	0.9997	0.9950	2	2	2	4	4	4	     0	     0	     0	6K(304.2072), 8K(304.2072)			153628.1827	94990.5077	183838.8074	142264.1777	129416.7057	82373.5369	136530.3293	110455.3486	124530.9595	77814.0118	105700.1138	268.5787	0.0000	0.0000	0.0000	0.0000
3912	a	sp|Q99N92|RM27_MOUSE	Q99N92	RM27_MOUSE	Mrpl27	148	16.20	Mus musculus (Mouse) OX=10090	39S ribosomal protein L27, mitochondrial 	1:Experimental evidence at protein level	0.9997	0.9990	2	2	2	2	2	2	     0	     0	     0	2K(304.2072), 3C(57.0215)			7968.1418	5581.7252	10192.0310	9533.8401	8473.4860	6730.5146	7668.9009	5506.2095	9468.3559	5149.3503	7313.2822	0.0000	0.0000	0.0000	0.0000	0.0000
3913	a	sp|Q9CQ56|USE1_MOUSE	Q9CQ56	USE1_MOUSE	Use1	270	11.10	Mus musculus (Mouse) OX=10090	Vesicle transport protein USE1 	1:Experimental evidence at protein level	0.9997	0.9956	3	3	3	3	3	3	153188	153188	153188	3K(304.2072), 5K(304.2072)			42596.8213	31795.8562	55533.9832	37401.5407	34740.7963	23519.2518	40628.5964	31259.6689	42573.3912	17817.5939	32233.4216	626.6543	1142.7543	0.0000	0.0000	0.0000
3914	a	sp|Q9CRA7|ATP5S_MOUSE	Q9CRA7	ATP5S_MOUSE	Dmac2l	200	8.00	Mus musculus (Mouse) OX=10090	ATP synthase subunit s, mitochondrial 	1:Experimental evidence at protein level	0.9997	0.9981	2	2	2	3	3	3	     0	     0	     0				6948.0703	4349.3606	8433.4663	5850.0193	5169.3903	5141.3868	6318.0485	4665.2146	6674.0485	3477.0824	4279.3083	0.0000	0.0000	0.0000	0.0000	0.0000
3915	a	sp|Q9CY57|CHTOP_MOUSE	Q9CY57	CHTOP_MOUSE	Chtop	249	14.90	Mus musculus (Mouse) OX=10090	Chromatin target of PRMT1 protein 	1:Experimental evidence at protein level	0.9997	0.9990	2	2	2	2	2	2	     0	     0	     0	11K(304.2072), 15K(304.2072), 6K(304.2072), 7K(304.2072), 8K(304.2072), N-term(42.0106)			32238.4453	21883.5688	41810.8330	30570.0557	25441.3604	25389.9062	27331.5117	23775.6074	32787.1729	18278.2271	23066.2061	783.5215	0.0000	0.0000	0.0000	0.0000
3916	a	sp|Q9D7X8|GGCT_MOUSE	Q9D7X8	GGCT_MOUSE	Ggct	188	15.40	Mus musculus (Mouse) OX=10090	Gamma-glutamylcyclotransferase 	1:Experimental evidence at protein level	0.9997	0.9986	2	2	2	2	2	2	414809	414809	414809	14K(304.2072), 5K(304.2072), 7C(57.0215), 8C(57.0215)			29730.6798	15814.3196	36348.8953	29622.1803	23632.7822	11934.6538	29137.4656	19139.5663	29434.4924	11040.0338	21950.9746	0.0000	0.0000	0.0000	0.0000	0.0000
3917	a	sp|Q9D832|DNJB4_MOUSE	Q9D832	DNJB4_MOUSE	Dnajb4	337	12.20	Mus musculus (Mouse) OX=10090	DnaJ homolog subfamily B member 4 	1:Experimental evidence at protein level	0.9997	0.9989	2	2	2	2	2	2	     0	     0	     0	10K(304.2072), 12K(304.2072)			15390.0168	17925.7988	23217.4480	20988.1077	12803.3457	28182.1875	19167.1033	15827.8612	20019.0271	22099.4573	14222.5186	0.0000	0.0000	0.0000	0.0000	0.0000
3918	a	sp|Q9D8B6|F210B_MOUSE	Q9D8B6	F210B_MOUSE	Fam210b	190	15.30	Mus musculus (Mouse) OX=10090	Protein FAM210B, mitochondrial 	1:Experimental evidence at protein level	0.9997	0.9990	2	2	2	2	2	2	     0	     0	     0	11K(304.2072), 13K(304.2072), 14K(304.2072), 6K(304.2072)			34989.1885	19385.9141	41374.1523	29427.5205	28655.8926	16156.0254	34590.3867	20739.3184	31342.3848	12428.2173	28197.9424	0.0000	0.0000	0.0000	0.0000	0.0000
3919	a	sp|Q9DC63|FBX3_MOUSE	Q9DC63	FBX3_MOUSE	Fbxo3	480	5.80	Mus musculus (Mouse) OX=10090	F-box only protein 3 	1:Experimental evidence at protein level	0.9997	0.9990	2	2	2	2	2	2	     0	     0	     0	2K(304.2072), 6K(304.2072), 8C(57.0215), 9C(57.0215)			6612.7729	5143.3386	8666.0166	7262.3398	6301.9055	6252.1882	6282.5732	5631.5823	6298.6482	3718.9718	5647.9136	0.0000	0.0000	0.0000	0.0000	0.0000
3920	a	sp|Q9JI33|NET4_MOUSE	Q9JI33	NET4_MOUSE	Ntn4	628	5.40	Mus musculus (Mouse) OX=10090	Netrin-4 	1:Experimental evidence at protein level	0.9997	0.9990	2	2	2	2	2	2	     0	     0	     0	15K(304.2072), 21K(304.2072)			12039.1445	9103.3445	16735.4321	10505.6160	14753.3602	9879.6212	18311.0809	8178.5024	17434.0242	6168.1306	15977.2519	444.6676	590.9634	0.0000	0.0000	0.0000
3921	a	sp|Q9JKX6|NUDT5_MOUSE	Q9JKX6	NUDT5_MOUSE	Nudt5	218	12.40	Mus musculus (Mouse) OX=10090	ADP-sugar pyrophosphatase 	1:Experimental evidence at protein level	0.9997	0.9990	2	2	2	2	2	2	484256	484256	484256	10K(304.2072), 1K(304.2072), 2K(304.2072), 3K(304.2072)			42459.8662	29735.5635	48955.8638	35802.0742	35072.5049	23598.7124	37079.0356	30224.8892	36340.0449	21496.6692	31638.4663	0.0000	241.5005	0.0000	0.0000	0.0000
3922	a	sp|Q9JMG1|EDF1_MOUSE	Q9JMG1	EDF1_MOUSE	Edf1	148	26.40	Mus musculus (Mouse) OX=10090	Endothelial differentiation-related factor 1 	1:Experimental evidence at protein level	0.9997	0.9990	2	2	2	2	2	2	140126	140126	140126	13K(304.2072), 17K(304.2072), 3K(304.2072), 7K(304.2072), 8K(304.2072)			26962.5664	20441.7627	31992.3252	24674.1855	21548.7979	14890.3491	25848.8135	17446.1953	26716.7461	17323.4243	20364.6680	0.0000	0.0000	0.0000	0.0000	0.0000
3923	a	sp|Q9QZD4|XPF_MOUSE	Q9QZD4	XPF_MOUSE	Ercc4	917	2.40	Mus musculus (Mouse) OX=10090	DNA repair endonuclease XPF 	1:Experimental evidence at protein level	0.9997	0.9979	2	2	2	2	2	2	     0	     0	     0	1K(304.2072), 2K(304.2072), 3K(304.2072), 8K(304.2072)			21624.8372	12272.4347	28703.1228	23446.8291	21331.3918	10038.8097	24302.6366	17385.5605	18681.0306	10927.5494	21470.7489	0.0000	563.8625	0.0000	0.0000	0.0000
3924	a	sp|Q9Z103|ADNP_MOUSE	Q9Z103	ADNP_MOUSE	Adnp	1108	2.40	Mus musculus (Mouse) OX=10090	Activity-dependent neuroprotector homeobox protein 	1:Experimental evidence at protein level	0.9997	0.9988	2	2	2	3	3	3	     0	     0	     0	11K(304.2072), 4K(304.2072)			5273.7259	5884.3639	8347.4726	7296.0637	4807.8063	6670.0081	5942.3178	5119.4208	6846.3447	5468.4389	4620.0385	0.0000	230.2543	0.0000	0.0000	0.0000
3925	a	sp|Q9Z2G6|SE1L1_MOUSE	Q9Z2G6	SE1L1_MOUSE	Sel1l	790	3.40	Mus musculus (Mouse) OX=10090	Protein sel-1 homolog 1 	1:Experimental evidence at protein level	0.9997	0.9988	2	2	2	2	2	2	     0	     0	     0				4901.7885	3184.6064	7919.7339	4813.1543	3927.9009	4899.1906	4939.7627	3767.3728	5473.9187	4407.1423	3842.0602	0.0000	0.0000	0.0000	0.0000	0.0000
3926	a	sp|Q9Z2X8|KEAP1_MOUSE	Q9Z2X8	KEAP1_MOUSE	Keap1	624	2.70	Mus musculus (Mouse) OX=10090	Kelch-like ECH-associated protein 1 	1:Experimental evidence at protein level	0.9997	0.9980	2	2	2	2	2	2	     0	     0	     0				7238.1451	5966.3737	9673.3999	8260.1536	6246.2642	8504.5720	7063.0999	6459.6094	7951.6152	6106.5167	6169.8606	0.0000	0.0000	0.0000	0.0000	0.0000
3927	a	sp|P42232|STA5B_MOUSE	P42232	STA5B_MOUSE	Stat5b	786	4.50	Mus musculus (Mouse) OX=10090	Signal transducer and activator of transcription 5B 	1:Experimental evidence at protein level	0.9997	0.9989	2	1	2	2	1	2	     0	     0	     0	6K(304.2072), 9K(304.2072)			11113.0410	7890.9390	12938.9233	11166.0967	9015.8125	8183.0332	10223.4312	8125.0405	14962.5684	6992.7852	10534.8486	0.0000	0.0000	0.0000	0.0000	0.0000
3928	a	sp|Q5SFM8|RBM27_MOUSE	Q5SFM8	RBM27_MOUSE	Rbm27	1060	3.20	Mus musculus (Mouse) OX=10090	RNA-binding protein 27 	1:Experimental evidence at protein level	0.9997	0.9988	2	1	2	2	1	2	     0	     0	     0	1K(304.2072)			7182.4128	6482.4143	9195.9546	7819.6685	6940.1136	7838.2726	8493.2111	4821.5313	8785.5122	4952.5504	6493.5623	0.0000	0.0000	0.0000	0.0000	0.0000
3929	a	sp|O08970|TUFT1_MOUSE	O08970	TUFT1_MOUSE	Tuft1	390	6.20	Mus musculus (Mouse) OX=10090	Tuftelin 	1:Experimental evidence at protein level	0.9996	0.9987	2	2	2	2	2	2	     0	     0	     0	2K(304.2072), 8K(304.2072)			12295.6125	9508.3214	14367.1414	11430.7559	10373.7853	9951.6564	9695.7587	9788.5250	9682.5190	9552.7576	7974.9971	0.0000	0.0000	0.0000	0.0000	0.0000
3930	a	sp|O55013|TPPC3_MOUSE	O55013	TPPC3_MOUSE	Trappc3	180	8.90	Mus musculus (Mouse) OX=10090	Trafficking protein particle complex subunit 3 	1:Experimental evidence at protein level	0.9996	0.9982	2	2	2	3	3	3	     0	     0	     0				10296.0799	8382.5468	11933.9728	6984.5726	6867.5088	8849.8409	8202.1035	6651.3766	9803.0935	6357.9487	7279.1617	0.0000	0.0000	0.0000	0.0000	0.0000
3931	a	sp|P14069|S10A6_MOUSE	P14069	S10A6_MOUSE	S100a6	89	30.30	Mus musculus (Mouse) OX=10090	Protein S100-A6 	1:Experimental evidence at protein level	0.9996	0.9985	2	2	2	2	2	2	     0	     0	     0	13K(304.2072), 27K(304.2072), 2K(304.2072)			20252.9788	22354.5820	26864.1953	22420.7141	18399.8066	58239.5459	20602.4846	24345.8445	25752.3477	27892.3503	14051.2307	538.4029	0.0000	0.0000	0.0000	0.0000
3932	a	sp|P27870|VAV_MOUSE	P27870	VAV_MOUSE	Vav1	845	3.40	Mus musculus (Mouse) OX=10090	Proto-oncogene vav 	1:Experimental evidence at protein level	0.9996	0.9990	2	2	2	2	2	2	     0	     0	     0	11K(304.2072)			5071.2710	5564.9586	7148.9136	6858.1436	4365.2015	6883.1757	6904.8105	4550.6304	6150.2444	5111.2065	4114.6067	0.0000	0.0000	0.0000	0.0000	0.0000
3933	a	sp|P33622|APOC3_MOUSE	P33622	APOC3_MOUSE	Apoc3	99	8.10	Mus musculus (Mouse) OX=10090	Apolipoprotein C-III 	1:Experimental evidence at protein level	0.9996	0.9982	1	1	1	3	3	3	     0	     0	     0				4583.9541	4707.0447	3979.2359	3613.7781	5345.9998	6080.8796	5054.4020	3552.5852	4502.4986	3553.3208	2816.0693	0.0000	0.0000	0.0000	0.0000	0.0000
3934	a	sp|P48725|PCNT_MOUSE	P48725	PCNT_MOUSE	Pcnt	2898	0.80	Mus musculus (Mouse) OX=10090	Pericentrin 	1:Experimental evidence at protein level	0.9996	0.9990	2	2	2	2	2	2	155472	155472	155472	1K(304.2072), 2K(304.2072)			4317.9347	3100.8121	5461.7966	3747.1600	3789.2904	2832.3468	3938.9757	2834.7784	4085.4065	2406.9301	2769.5232	0.0000	0.0000	0.0000	0.0000	0.0000
3935	a	sp|P53026|RL10A_MOUSE	P53026	RL10A_MOUSE	Rpl10a	217	6.00	Mus musculus (Mouse) OX=10090	60S ribosomal protein L10a 	1:Experimental evidence at protein level	0.9996	0.9988	1	1	1	4	4	4	     0	     0	     0	10K(304.2072), 5K(304.2072)			116234.5200	98284.7964	147101.0244	123435.3252	100991.1138	80035.8916	108003.6616	99668.0020	113347.8516	84490.3853	93155.0894	3971.4010	1029.2793	0.0000	0.0000	0.0000
3936	a	sp|P62073|TIM10_MOUSE	P62073	TIM10_MOUSE	Timm10	90	12.20	Mus musculus (Mouse) OX=10090	Mitochondrial import inner membrane translocase subunit Tim10 	1:Experimental evidence at protein level	0.9996	0.9990	1	1	1	2	2	2	     0	     0	     0	1C(57.0215), 4K(304.2072)			8008.8787	4861.5664	9222.0544	6420.0854	7637.4346	4822.2076	6176.6196	4685.2943	7486.1179	4094.1486	6065.4370	0.0000	252.4166	0.0000	0.0000	0.0000
3937	a	sp|P70172|NTCP2_MOUSE	P70172	NTCP2_MOUSE	Slc10a2	348	6.60	Mus musculus (Mouse) OX=10090	Ileal sodium/bile acid cotransporter 	1:Experimental evidence at protein level	0.9996	0.9987	2	2	2	4	4	4	     0	     0	     0	15K(304.2072), 8K(304.2072)			44988.6538	35495.8611	55645.6001	58795.1145	27699.3457	22510.3599	44084.3765	36739.9443	49985.9980	28429.7820	35896.4878	823.1698	402.9143	0.0000	0.0000	0.0000
3938	a	sp|P97431|IRF6_MOUSE	P97431	IRF6_MOUSE	Irf6	467	8.10	Mus musculus (Mouse) OX=10090	Interferon regulatory factor 6 	1:Experimental evidence at protein level	0.9996	0.9990	2	2	2	2	2	2	     0	     0	     0	16C(57.0215), 17K(304.2072), 2K(304.2072), 9K(304.2072)			20329.8264	16689.2368	24508.3687	20882.9053	16078.3804	16081.8423	20976.4075	18638.9404	21641.8560	14515.0347	16175.4983	0.0000	762.3321	0.0000	0.0000	0.0000
3939	a	sp|Q2VLH6|C163A_MOUSE	Q2VLH6	C163A_MOUSE	Cd163	1121	2.90	Mus musculus (Mouse) OX=10090	Scavenger receptor cysteine-rich type 1 protein M130 	1:Experimental evidence at protein level	0.9996	0.9990	2	2	2	2	2	2	     0	     0	     0	13C(57.0215), 19K(304.2072), 3C(57.0215), 5K(304.2072), 8C(57.0215)			5343.6656	5441.7256	5681.3379	5145.3740	5082.1247	13684.9072	4028.0607	5275.7767	5342.8868	6122.3469	3984.2915	0.0000	0.0000	0.0000	0.0000	0.0000
3940	a	sp|Q3TLI0|TPC10_MOUSE	Q3TLI0	TPC10_MOUSE	Trappc10	1259	2.20	Mus musculus (Mouse) OX=10090	Trafficking protein particle complex subunit 10 	1:Experimental evidence at protein level	0.9996	0.9990	2	2	2	2	2	2	674543	674543	674543	11K(304.2072), 3K(304.2072), 7K(304.2072)			22173.8091	14719.8694	29749.1533	19399.5356	18667.9004	16019.1594	22540.3672	16847.3945	25671.4487	11256.5542	18582.9858	0.0000	0.0000	0.0000	0.0000	0.0000
3941	a	sp|Q5NCF2|TPPC1_MOUSE	Q5NCF2	TPPC1_MOUSE	Trappc1	145	12.40	Mus musculus (Mouse) OX=10090	Trafficking protein particle complex subunit 1 	1:Experimental evidence at protein level	0.9996	0.9990	2	2	2	2	2	2	     0	     0	     0	N-term(304.2072)			7003.1622	6875.0051	9968.3937	10432.5387	8501.5969	7724.7673	8393.0632	8547.8618	8693.5854	5704.5115	7722.3245	0.0000	0.0000	0.0000	0.0000	0.0000
3942	a	sp|Q5SSZ5|TENS3_MOUSE	Q5SSZ5	TENS3_MOUSE	Tns3	1440	3.10	Mus musculus (Mouse) OX=10090	Tensin-3 	1:Experimental evidence at protein level	0.9996	0.9990	2	2	2	2	2	2	225924	225924	225924	15C(57.0215), 18K(304.2072)			2783.0225	2416.1511	4058.9932	2895.0262	2677.0468	2613.4662	3029.5896	2539.1974	2564.6005	1870.1813	2267.3994	0.0000	0.0000	0.0000	0.0000	0.0000
3943	a	sp|Q62446|FKBP3_MOUSE	Q62446	FKBP3_MOUSE	Fkbp3	224	10.70	Mus musculus (Mouse) OX=10090	Peptidyl-prolyl cis-trans isomerase FKBP3 	1:Experimental evidence at protein level	0.9996	0.9988	2	2	2	6	6	6	6374708	6374708	6374708	11K(304.2072), 14K(304.2072)			41194.8326	30227.0569	51462.7698	37820.3533	34483.8589	27190.8772	34996.7908	26229.1360	41041.9795	21746.8214	31931.3074	814.5223	300.7997	0.0000	0.0000	0.0000
3944	a	sp|Q6PD03|2A5A_MOUSE	Q6PD03	2A5A_MOUSE	Ppp2r5a	486	11.10	Mus musculus (Mouse) OX=10090	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform 	1:Experimental evidence at protein level	0.9996	0.9984	4	2	3	5	2	4	     0	     0	     0	1K(304.2072), 5K(304.2072)			19338.8525	14546.8772	23838.8819	18401.3682	16542.0902	15486.0734	16344.2935	13807.2341	19423.1749	10043.1898	15543.9045	0.0000	0.0000	0.0000	0.0000	0.0000
3945	a	sp|Q6PHQ8|NAA35_MOUSE	Q6PHQ8	NAA35_MOUSE	Naa35	725	5.90	Mus musculus (Mouse) OX=10090	N-alpha-acetyltransferase 35, NatC auxiliary subunit 	1:Experimental evidence at protein level	0.9996	0.9990	2	2	2	2	2	2	     0	     0	     0	12K(304.2072), 13K(304.2072), 25K(304.2072), 6K(304.2072)			24161.2075	18482.6924	32993.9395	24352.7319	22465.9751	18877.1997	28689.5879	18339.0903	24167.6631	16117.6992	20825.1572	0.0000	837.6111	0.0000	0.0000	0.0000
3946	a	sp|Q7TPW1|NEXN_MOUSE	Q7TPW1	NEXN_MOUSE	Nexn	607	3.60	Mus musculus (Mouse) OX=10090	Nexilin 	1:Experimental evidence at protein level	0.9996	0.9990	2	2	2	2	2	2	1079650	1079650	1079650	5K(304.2072), 9K(304.2072)			13510.5972	14045.7202	17403.2197	14222.9526	11781.4282	21237.9707	12915.6934	12673.3608	14597.6904	15435.1709	11718.3569	0.0000	0.0000	0.0000	0.0000	0.0000
3947	a	sp|Q80W47|WIPI2_MOUSE	Q80W47	WIPI2_MOUSE	Wipi2	445	7.40	Mus musculus (Mouse) OX=10090	WD repeat domain phosphoinositide-interacting protein 2 	1:Experimental evidence at protein level	0.9996	0.9987	2	2	2	3	3	3	     0	     0	     0	10C(57.0215), 17K(304.2072), 4C(57.0215), 7K(304.2072), N-term(304.2072)			9900.3846	6329.4093	11390.8909	9061.7173	9044.1467	4702.7006	10837.0276	6382.3002	10606.9350	5149.5479	9352.9024	0.0000	0.0000	0.0000	0.0000	0.0000
3948	a	sp|Q8BH51|COX14_MOUSE	Q8BH51	COX14_MOUSE	Cox14	57	22.80	Mus musculus (Mouse) OX=10090	Cytochrome c oxidase assembly protein COX14 	3:Protein inferred from homology	0.9996	0.9980	2	2	2	2	2	2	     0	     0	     0	7K(304.2072), 8K(304.2072)			19480.8779	10010.7385	22360.3281	11900.2280	15274.2527	9333.2285	16115.6714	10546.8076	17862.4331	6540.3923	12604.7429	0.0000	0.0000	0.0000	0.0000	0.0000
